Known As,Full Name,Overall,Potential,Value(in Euro),Positions Played,Best Position,Nationality,Image Link,Age,Height(in cm),Weight(in kg),TotalStats,BaseStats,Club Name,Wage(in Euro),Release Clause,Club Position,Contract Until,Club Jersey Number,Joined On,On Loan,Preferred Foot,Weak Foot Rating,Skill Moves,International Reputation,National Team Name,National Team Image Link,National Team Position,National Team Jersey Number,Attacking Work Rate,Defensive Work Rate
E. Andersson,Elias Andersson,67,70,1300000,"CM,LB",CM,Sweden,https://cdn.sofifa.net/players/213/959/23_60.png,26,178,74,1807,380,Djurgårdens IF,3000,1700000,SUB,2023,8,2021,-,Left,2,3,1,-,https://cdn.sofifa.net/flags/se.png,-,-,Medium,Medium
J. Davidson,Jason Davidson,67,67,750000,"LB,LWB",LB,Australia,https://cdn.sofifa.net/players/197/831/23_60.png,31,180,72,1774,376,KAS Eupen,4000,1100000,CB,2024,3,2022,-,Left,2,3,1,-,https://cdn.sofifa.net/flags/au.png,-,-,High,Medium
S. Quemper,Stephen Quemper,67,67,900000,"LB,LWB",LB,France,https://cdn.sofifa.net/players/262/343/23_60.png,29,178,75,1683,371,En Avant de Guingamp,3000,1600000,LWB,2024,11,2022,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/fr.png,-,-,High,Medium
L. Hallenius,Linus Hallenius,67,67,650000,ST,ST,Sweden,https://cdn.sofifa.net/players/187/334/23_60.png,33,185,75,1668,363,GIF Sundsvall,2000,813000,SUB,2022,9,2021,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/se.png,-,-,Medium,Medium
C. Braun,Christopher Braun,67,67,875000,RB,RB,Germany,https://cdn.sofifa.net/players/243/398/23_60.png,30,181,81,1651,372,CFR Cluj,6000,1200000,SUB,2022,47,2022,-,Right,4,3,1,-,https://cdn.sofifa.net/flags/de.png,-,-,Medium,Medium
D. Kutesa,Dereck Kutesa,67,73,1600000,"RW,LW",CAM,Switzerland,https://cdn.sofifa.net/players/233/917/23_60.png,24,176,67,1672,374,Servette FC,6000,2600000,SUB,2025,17,2022,-,Right,3,4,1,-,https://cdn.sofifa.net/flags/ch.png,-,-,High,Medium
Y. Sylla,Yacouba Sylla,67,67,725000,"CDM,CM",CDM,Mali,https://cdn.sofifa.net/players/201/917/23_60.png,31,184,79,1777,384,FC Botoşani,4000,979000,CDM,2023,25,2022,-,Right,3,2,1,-,-,-,-,Low,High
F. Luckeneder,Felix Luckeneder,67,68,975000,CB,CB,Austria,https://cdn.sofifa.net/players/238/986/23_60.png,28,190,73,1387,302,LASK Linz,9000,1500000,CB,2024,33,2021,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/at.png,-,-,Medium,Medium
C. Feraud,Carlos Feraud,67,67,850000,"CAM,CDM,CM",CAM,Ecuador,https://cdn.sofifa.net/players/253/336/23_60.png,31,169,69,1852,385,Mushuc Runa,500,1800000,SUB,2022,10,2021,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/ec.png,-,-,Medium,Medium
Larrazabal,Gaizka Larrazabal,67,72,1500000,RM,RM,Spain,https://cdn.sofifa.net/players/251/025/23_60.png,24,180,78,1845,397,Real Zaragoza,3000,2500000,SUB,2023,12,2020,-,Right,3,4,1,-,https://cdn.sofifa.net/flags/es.png,-,-,Medium,Medium
B. Delgado,Bagner Delgado,67,67,1100000,"LM,LW,RM",LM,Ecuador,https://cdn.sofifa.net/players/265/617/23_60.png,26,171,67,1724,368,Mushuc Runa,500,2400000,LM,2022,7,2021,-,Left,3,4,1,-,https://cdn.sofifa.net/flags/ec.png,-,-,Medium,Medium
A. Barman,Ahmed Barman,67,68,975000,CDM,CDM,United Arab Emirates,https://cdn.sofifa.net/players/247/696/23_60.png,28,175,71,1719,371,Al Ain FC,500,2200000,CDM,2024,13,2013,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/ae.png,-,-,Medium,Medium
Gustavo Pastinho,Gustavo Patrick Pastor Pombo,67,67,1000000,"ST,RM",RW,Brazil,https://cdn.sofifa.net/players/230/288/23_60.png,30,183,75,1725,376,Internacional,10000,1900000,SUB,2025,19,2022,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/br.png,-,-,Medium,Medium
V. Jacob,Valentin Jacob,67,67,1000000,"LM,CAM,CM",LM,France,https://cdn.sofifa.net/players/225/168/23_60.png,28,171,67,1735,363,Dijon FCO,3000,1800000,CAM,2024,11,2021,-,Right,2,3,1,-,https://cdn.sofifa.net/flags/fr.png,-,-,Medium,Medium
M. Correia,Marcel Correia,67,67,475000,CB,CB,Portugal,https://cdn.sofifa.net/players/193/679/23_60.png,33,186,81,1644,350,SV Elversberg,1000,689000,CB,2023,13,2022,-,Right,4,2,1,-,https://cdn.sofifa.net/flags/pt.png,-,-,Medium,Medium
K. Sekgota,Kgaogelo Sekgota,67,70,1300000,"LW,RW",LW,South Africa,https://cdn.sofifa.net/players/246/927/23_60.png,25,170,70,1688,361,Kaizer Chiefs,500,2900000,SUB,2024,14,2021,-,Left,3,3,1,-,https://cdn.sofifa.net/flags/za.png,-,-,High,Medium
S. Sy,Sanasi Sy,67,73,1500000,"LWB,LM,LB",LWB,France,https://cdn.sofifa.net/players/245/391/23_60.png,23,174,70,1606,343,US Salernitana 1919,7000,3000000,RES,2024,26,2021,-,Left,2,2,1,-,https://cdn.sofifa.net/flags/fr.png,-,-,Medium,Medium
M. Schubert,Markus Schubert,67,73,1300000,GK,GK,Germany,https://cdn.sofifa.net/players/234/383/23_60.png,24,187,82,1104,367,Vitesse,4000,2200000,SUB,2024,1,2021,-,Right,3,1,1,-,https://cdn.sofifa.net/flags/de.png,-,-,Medium,Medium
Júnior Morais,Iraneuton Sousa Morais Júnior,67,67,325000,"LB,RB",LB,Brazil,https://cdn.sofifa.net/players/233/871/23_60.png,35,176,77,1904,402,Rapid București,3000,439000,LB,2023,13,2021,-,Left,3,3,1,-,https://cdn.sofifa.net/flags/br.png,-,-,Medium,Medium
C. Lepoint,Christophe Lepoint,67,67,200000,"CDM,CB,CM",CDM,Belgium,https://cdn.sofifa.net/players/137/359/23_60.png,37,188,83,1730,359,Seraing,4000,290000,CB,2024,23,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/be.png,-,-,High,High
S. Mannsverk,Sivert Mannsverk,67,80,2300000,CDM,CM,Norway,https://cdn.sofifa.net/players/263/823/23_60.png,20,185,77,1802,390,Molde FK,2000,4300000,CDM,2025,8,2021,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/no.png,-,-,Medium,High
S. Lavery,Shayne Lavery,67,75,2300000,ST,ST,Northern Ireland,https://cdn.sofifa.net/players/238/990/23_60.png,23,182,73,1658,350,Blackpool,5000,4700000,SUB,2023,19,2021,-,Right,3,2,1,Northern Ireland,-,RF,19,High,Medium
M. van der Hart,Mickey van der Hart,67,68,800000,GK,GK,Netherlands,https://cdn.sofifa.net/players/208/782/23_60.png,28,188,87,1174,378,FC Emmen,3000,1200000,SUB,2023,32,2022,-,Left,3,1,1,-,https://cdn.sofifa.net/flags/nl.png,-,-,Medium,Medium
Marquinhos,Marcos Vinícius Sousa Natividade,67,70,1300000,"LW,RW",RM,Brazil,https://cdn.sofifa.net/players/270/478/23_60.png,25,174,65,1588,348,APOEL Nicosia FC,500,3000000,SUB,2025,36,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/br.png,-,-,Medium,Low
E. Pletinckx,Ewoud Pletinckx,67,78,2100000,CB,CB,Belgium,https://cdn.sofifa.net/players/246/157/23_60.png,21,190,87,1410,314,Oud-Heverlee Leuven,3000,3600000,CB,2026,28,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/be.png,-,-,Medium,High
J. Müller,Jannik Müller,67,67,875000,CB,CB,Germany,https://cdn.sofifa.net/players/234/381/23_60.png,28,187,77,1527,340,SV Darmstadt 98,7000,1400000,SUB,2024,20,2021,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/de.png,-,-,Medium,Medium
Dai Lin,Lin Dai,67,67,325000,CB,CB,China PR,https://cdn.sofifa.net/players/182/412/23_60.png,34,190,76,1720,354,Shandong Taishan,7000,520000,SUB,2025,35,2014,-,Right,3,2,1,-,-,-,-,Low,Medium
Hong Hyeon Seok,Hyeon Seok Hong,67,73,1600000,"CM,CDM,CAM",CM,Korea Republic,https://cdn.sofifa.net/players/244/108/23_60.png,23,177,69,1880,390,KAA Gent,7000,2700000,CAM,2025,7,2022,-,Left,3,2,1,-,-,-,-,Medium,Medium
B. Motshwari,Ben Motshwari,67,67,825000,"CM,CAM,RM",CM,South Africa,https://cdn.sofifa.net/players/243/852/23_60.png,31,172,66,1826,391,Orlando Pirates,500,1800000,SUB,2023,6,2018,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/za.png,-,-,High,Low
L. Henkinet,Laurent Henkinet,67,68,775000,GK,GK,Belgium,https://cdn.sofifa.net/players/200/076/23_60.png,29,188,88,1245,387,Standard de Liège,5000,1200000,SUB,2023,30,2020,-,Right,3,1,1,-,https://cdn.sofifa.net/flags/be.png,-,-,Medium,Medium
A. Mighten,Alex Mighten,67,80,2500000,"LW,LM",RM,England,https://cdn.sofifa.net/players/254/859/23_60.png,20,172,70,1533,343,Sheffield Wednesday,15000,0,SUB,2023,45,2018,TRUE,Right,2,4,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,High,Medium
Daniel Fuzato,Daniel Cerântula Fuzato,67,73,1300000,GK,GK,Brazil,https://cdn.sofifa.net/players/244/363/23_60.png,24,190,86,969,355,UD Ibiza,2000,2300000,GK,2025,13,2022,-,Right,3,1,1,-,https://cdn.sofifa.net/flags/br.png,-,-,Medium,Medium
N. Seufert,Nils Seufert,67,72,1500000,"CM,CDM",CM,Germany,https://cdn.sofifa.net/players/234/891/23_60.png,25,182,73,1734,359,SpVgg Greuther Fürth,4000,2500000,SUB,2024,8,2021,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/de.png,-,-,Medium,Medium
B. Bahn,Bentley Baxter Bahn,67,67,1000000,"CAM,CM",RM,Germany,https://cdn.sofifa.net/players/224/395/23_60.png,29,180,69,1819,372,SV Waldhof Mannheim 07,3000,1500000,CAM,2022,9,2022,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/de.png,-,-,High,Medium
C. Aneke,Chuks Aneke,67,67,1000000,ST,ST,England,https://cdn.sofifa.net/players/202/123/23_60.png,28,191,100,1724,370,Charlton Athletic,5000,1800000,SUB,2025,22,2022,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Medium,Medium
F. Ranocchia,Filippo Ranocchia,67,80,2500000,"CM,CDM",CM,Italy,https://cdn.sofifa.net/players/244/874/23_60.png,21,184,76,1791,385,AC Monza,20000,0,RES,2023,22,2022,TRUE,Right,4,3,1,-,https://cdn.sofifa.net/flags/it.png,-,-,Medium,Medium
T. Lam,Thomas Lam,67,69,1000000,"CB,CDM",CB,Finland,https://cdn.sofifa.net/players/208/018/23_60.png,28,188,76,1795,385,Melbourne City FC,5000,1300000,SUB,2024,6,2022,-,Right,4,2,1,-,https://cdn.sofifa.net/flags/fi.png,-,-,Medium,Medium
Bruno Paz,Bruno Lourenço Pinto Almeida Paz,67,73,1600000,"CM,RW",CM,Portugal,https://cdn.sofifa.net/players/246/674/23_60.png,24,179,72,1882,397,İttifak Holding Konyaspor,6000,3500000,SUB,2024,80,2022,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/pt.png,-,-,Medium,Medium
P. Schwarz,Petr Schwarz,67,67,975000,CM,CM,Czech Republic,https://cdn.sofifa.net/players/251/026/23_60.png,30,174,70,1903,398,Śląsk Wrocław,4000,1300000,CDM,2023,17,2021,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/cz.png,-,-,High,High
C. Diop,Clément Diop,67,67,725000,GK,GK,Senegal,https://cdn.sofifa.net/players/204/438/23_60.png,28,185,74,1079,381,New England Revolution,2000,1100000,SUB,2023,97,2022,-,Right,2,1,1,-,-,-,-,Medium,Medium
A. Czerwiński,Alan Czerwiński,67,67,900000,RB,RB,Poland,https://cdn.sofifa.net/players/239/768/23_60.png,29,181,74,1726,378,Lech Poznań,4000,1300000,SUB,2023,44,2020,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/pl.png,-,-,Medium,Medium
C. Galano,Cristian Galano,67,67,850000,"ST,RW,CF",LW,Italy,https://cdn.sofifa.net/players/203/672/23_60.png,31,170,69,1813,379,Bari,2000,1300000,SUB,2023,19,2022,-,Left,1,3,1,-,https://cdn.sofifa.net/flags/it.png,-,-,High,Low
J. Tamm,Joonas Tamm,67,67,825000,CB,CB,Estonia,https://cdn.sofifa.net/players/202/904/23_60.png,30,192,90,1654,355,FCSB (Steaua),6000,1100000,CB,2023,16,2022,-,Right,3,2,1,-,-,-,-,Medium,Medium
R. Decostere,Robbe Decostere,67,74,1900000,"RB,RWB",LWB,Belgium,https://cdn.sofifa.net/players/244/887/23_60.png,24,180,68,1707,373,KSV Cercle Brugge,4000,3100000,RB,2023,8,2018,-,Left,4,2,1,-,https://cdn.sofifa.net/flags/be.png,-,-,High,High
Luis Muñoz,José Luis Muñoz León,67,72,1500000,"CM,CDM,CB",CM,Spain,https://cdn.sofifa.net/players/236/695/23_60.png,25,182,76,1847,394,Málaga CF,3000,2500000,SUB,2025,8,2020,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/es.png,-,-,Medium,Medium
M. Cuadra,Maximiliano Cuadra,67,67,1100000,"ST,LM,RM",CAM,Argentina,https://cdn.sofifa.net/players/235/927/23_60.png,27,173,71,1754,378,Club Atlético Banfield,6000,1600000,SUB,2022,27,2022,-,Right,4,4,1,-,https://cdn.sofifa.net/flags/ar.png,-,-,High,Medium
H. Coulson,Hayden Coulson,67,72,1400000,LB,LB,England,https://cdn.sofifa.net/players/230/807/23_60.png,24,172,70,1627,357,Aberdeen,8000,0,LB,2023,22,2016,TRUE,Left,3,3,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Medium,Medium
J. Bartkowski,Jakub Bartkowski,67,67,875000,RB,RB,Poland,https://cdn.sofifa.net/players/205/975/23_60.png,30,181,77,1729,371,Pogoń Szczecin,4000,1200000,RB,2023,2,2019,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/pl.png,-,-,Medium,Medium
B. Messaoudi,Billal Messaoudi,67,71,1500000,"ST,RM",RM,Algeria,https://cdn.sofifa.net/players/266/391/23_60.png,24,184,76,1718,371,KV Kortrijk,5000,2400000,ST,2026,9,2022,-,Right,3,3,1,-,-,-,-,Medium,Medium
M. Gillespie,Mark Gillespie,67,67,675000,GK,GK,England,https://cdn.sofifa.net/players/198/039/23_60.png,30,192,83,1125,368,Newcastle United,18000,1300000,RES,2023,29,2020,-,Right,3,1,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Medium,Medium
J. Handl,Johannes Handl,67,72,1400000,CB,CB,Austria,https://cdn.sofifa.net/players/248/470/23_60.png,24,196,86,1386,316,FK Austria Wien,6000,2100000,SUB,2023,46,2019,-,Right,4,2,1,-,https://cdn.sofifa.net/flags/at.png,-,-,Medium,High
Z. Bakkali,Zakaria Bakkali,67,68,1200000,"LW,RW",LW,Belgium,https://cdn.sofifa.net/players/208/790/23_60.png,26,168,70,1652,341,RKC Waalwijk,4000,1800000,SUB,2024,19,2022,-,Right,4,4,1,-,https://cdn.sofifa.net/flags/be.png,-,-,Medium,Low
H. Martínez,Hugo Martínez,67,78,2200000,"CDM,CM",CM,Paraguay,https://cdn.sofifa.net/players/256/149/23_60.png,22,171,72,1719,365,Club Libertad,500,5300000,RES,2023,22,2018,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/py.png,-,-,Medium,High
Tomás Händel,Tomás Romano dos Santos Händel,67,82,2400000,CDM,LM,Portugal,https://cdn.sofifa.net/players/263/059/23_60.png,21,180,73,1805,386,Vitória de Guimarães,2000,6500000,SUB,2026,8,2019,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/pt.png,-,-,Medium,Medium
N. Shipnoski,Nicklas Shipnoski,67,73,1600000,"RM,CAM,RW",RM,Germany,https://cdn.sofifa.net/players/234/901/23_60.png,24,184,75,1608,345,SSV Jahn Regensburg,7000,0,CAM,2023,7,2021,TRUE,Right,3,3,1,-,https://cdn.sofifa.net/flags/de.png,-,-,High,Medium
F. Stokkers,Finn Stokkers,67,69,1300000,ST,ST,Netherlands,https://cdn.sofifa.net/players/233/109/23_60.png,26,186,81,1575,342,Go Ahead Eagles,4000,2000000,SUB,2025,27,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/nl.png,-,-,High,Medium
E. Koffi,Erwin Koffi,67,67,975000,"RB,RWB",RB,Côte d'Ivoire,https://cdn.sofifa.net/players/225/685/23_60.png,27,174,68,1802,394,Pau FC,2000,1700000,RWB,2024,7,2020,-,Right,3,2,1,-,-,-,-,High,Medium
R. Rubin,Rubio Rubin,67,70,1300000,ST,ST,United States,https://cdn.sofifa.net/players/224/149/23_60.png,26,180,73,1723,363,Real Salt Lake,3000,2000000,SUB,2024,14,2021,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/us.png,-,-,High,Medium
I. Soro,Ismaila Soro,67,73,1500000,"CDM,CM",CDM,Côte d'Ivoire,https://cdn.sofifa.net/players/255/380/23_60.png,24,173,76,1775,381,FC Arouca,13000,0,SUB,2023,23,2020,TRUE,Right,3,2,1,-,-,-,-,Low,High
K. Poku,Kwame Poku,67,76,2200000,"CAM,RW,LW",CAM,Ghana,https://cdn.sofifa.net/players/251/028/23_60.png,20,179,67,1655,367,Peterborough United,4000,4300000,SUB,2025,11,2021,-,Left,3,3,1,-,https://cdn.sofifa.net/flags/gh.png,-,-,Medium,Low
Marc Gual,Marc Gual Huguet,67,68,1200000,"ST,CF",ST,Spain,https://cdn.sofifa.net/players/236/692/23_60.png,26,186,73,1619,350,Jagiellonia Białystok,4000,1700000,LF,2023,28,2022,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/es.png,-,-,Medium,Medium
N. Royón,Nicolás Royón,67,67,850000,ST,ST,Uruguay,https://cdn.sofifa.net/players/224/916/23_60.png,31,177,78,1702,356,Ayacucho,500,1800000,ST,2022,19,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/uy.png,-,-,Medium,Medium
L. O'Nien,Luke O'Nien,67,69,1100000,"CDM,CB",CDM,England,https://cdn.sofifa.net/players/215/700/23_60.png,27,174,74,1898,400,Sunderland,6000,2100000,CB,2024,13,2018,-,Right,4,2,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Medium,High
B. Lambert,Boris Lambert,67,75,2100000,"CB,CDM,CM",CB,Belgium,https://cdn.sofifa.net/players/251/539/23_60.png,22,187,67,1583,347,KAS Eupen,4000,3500000,CB,2027,35,2019,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/be.png,-,-,Medium,Medium
N. Loosli,Noah Loosli,67,72,1300000,CB,CB,Switzerland,https://cdn.sofifa.net/players/228/243/23_60.png,25,186,84,1595,361,Grasshopper Club Zürich,4000,2000000,CB,2023,41,2021,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/ch.png,-,-,Low,Medium
P. González,Pablo González,67,68,1200000,"LW,RW,CM",RM,Uruguay,https://cdn.sofifa.net/players/266/643/23_60.png,25,166,65,1806,378,Liverpool Fútbol Club,500,2700000,SUB,2022,8,2022,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/uy.png,-,-,High,High
Zhang Yuning,Yuning Zhang,67,70,1400000,ST,ST,China PR,https://cdn.sofifa.net/players/228/017/23_60.png,25,185,80,1734,366,Beijing Guoan FC,7000,2300000,ST,2023,9,2019,-,Right,4,3,1,China PR,-,ST,9,High,Low
Gaspar Campos,Gaspar Campos-Ansó,67,75,2300000,"LM,RM,RW",CAM,Spain,https://cdn.sofifa.net/players/256/885/23_60.png,22,175,73,1778,381,Burgos CF,3000,0,SUB,2023,11,2020,TRUE,Right,4,3,1,-,https://cdn.sofifa.net/flags/es.png,-,-,Medium,Medium
R. López,Renzo López,67,67,1000000,ST,ST,Uruguay,https://cdn.sofifa.net/players/246/828/23_60.png,28,192,89,1531,333,Club Atlético Central Córdoba,6000,1500000,ST,2025,31,2022,-,Right,2,2,1,-,https://cdn.sofifa.net/flags/uy.png,-,-,Medium,Low
A. Muyl,Alex Muyl,67,68,1200000,"RM,LM",RM,United States,https://cdn.sofifa.net/players/231/886/23_60.png,26,180,79,1835,402,Nashville SC,3000,1900000,SUB,2022,19,2020,-,Right,2,3,1,-,https://cdn.sofifa.net/flags/us.png,-,-,High,High
G. Kekana,Grant Kekana,67,67,850000,"CB,RB",CB,South Africa,https://cdn.sofifa.net/players/270/946/23_60.png,29,182,80,1638,355,Mamelodi Sundowns FC,500,1900000,SUB,2026,20,2021,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/za.png,-,-,Medium,Medium
João Valido,João Nuno Figueiredo Valido,67,74,1800000,GK,GK,Portugal,https://cdn.sofifa.net/players/246/881/23_60.png,22,185,77,977,355,FC Arouca,2000,4099999,SUB,2024,92,2022,-,Right,2,1,1,-,https://cdn.sofifa.net/flags/pt.png,-,-,Medium,Medium
M. Moya,Matías Moya,67,73,1600000,"LW,CAM,CM",RM,Argentina,https://cdn.sofifa.net/players/236/897/23_60.png,24,169,64,1721,372,Deportivo Ñublense,3000,2500000,LW,2022,30,2022,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/ar.png,-,-,High,Low
Costinha,João José Pereira da Costa,67,67,1000000,"CAM,CM",CAM,Portugal,https://cdn.sofifa.net/players/229/473/23_60.png,29,170,61,1900,397,Santa Clara,3000,2100000,CAM,2023,11,2020,-,Right,4,3,1,-,https://cdn.sofifa.net/flags/pt.png,-,-,High,Medium
D. Steres,Daniel Steres,67,67,700000,CB,CB,United States,https://cdn.sofifa.net/players/209/761/23_60.png,31,183,78,1491,308,Houston Dynamo,3000,1000000,CB,2022,2,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/us.png,-,-,Medium,High
K. Arriaga,Kervin Arriaga,67,72,1400000,CDM,CB,Honduras,https://cdn.sofifa.net/players/267/873/23_60.png,24,191,82,1668,361,Minnesota United FC,2000,2200000,CDM,2023,33,2022,-,Right,2,2,1,-,-,-,-,Medium,High
M. Barthelmé,Maxime Barthelmé,67,67,625000,"RM,LM,CM",RM,France,https://cdn.sofifa.net/players/192/608/23_60.png,33,172,73,1863,384,En Avant de Guingamp,3000,1100000,CM,2023,28,2021,-,Left,3,4,1,-,https://cdn.sofifa.net/flags/fr.png,-,-,Medium,High
M. Banguera,Máximo Banguera,67,67,110000,GK,GK,Ecuador,https://cdn.sofifa.net/players/189/024/23_60.png,36,187,99,1063,369,Delfín Sporting Club,500,237000,GK,2022,1,2022,-,Right,3,1,1,-,https://cdn.sofifa.net/flags/ec.png,-,-,Medium,Medium
Jorge Silva,Jorge Fernando dos Santos Silva,67,69,1200000,RB,RB,Portugal,https://cdn.sofifa.net/players/251/232/23_60.png,26,183,76,1686,361,FC Paços de Ferreira,4000,2600000,SUB,2024,21,2019,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/pt.png,-,-,Medium,Medium
L. Bessilé,Loïc Bessilé,67,73,1500000,"CB,LB",CB,Togo,https://cdn.sofifa.net/players/250/976/23_60.png,23,183,82,1651,363,Royal Charleroi S.C.,4000,2600000,CB,2023,5,2021,-,Left,2,2,1,-,-,-,-,Medium,High
M. Batmaz,Malik Batmaz,67,73,1600000,"LW,RW",ST,Turkey,https://cdn.sofifa.net/players/245/856/23_60.png,22,180,77,1579,341,Karlsruher SC,5000,2900000,ST,2024,9,2018,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/tr.png,-,-,Medium,Medium
T. Buitink,Thomas Buitink,67,75,2300000,"ST,CAM",ST,Netherlands,https://cdn.sofifa.net/players/242/528/23_60.png,22,174,68,1714,361,Vitesse,6000,3900000,SUB,2025,29,2016,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/nl.png,-,-,Medium,Medium
C. Durkin,Chris Durkin,67,75,2300000,"CM,CDM",CDM,United States,https://cdn.sofifa.net/players/237/407/23_60.png,22,182,75,1821,382,D.C. United,3000,3900000,RM,2024,8,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/us.png,-,-,Medium,High
N. Ampomah,Nana Ampomah,67,68,1200000,"LM,CF,ST",LM,Ghana,https://cdn.sofifa.net/players/235/103/23_60.png,26,175,68,1747,379,Fortuna Düsseldorf,8000,2000000,SUB,2023,27,2019,-,Right,5,4,1,-,https://cdn.sofifa.net/flags/gh.png,-,-,High,Medium
F. De Col,Filippo De Col,67,67,925000,RB,RB,Italy,https://cdn.sofifa.net/players/219/487/23_60.png,28,183,80,1597,351,Südtirol,1000,1400000,RB,2023,26,2021,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/it.png,-,-,High,Medium
D. Cuero,Darwin Cuero,67,69,925000,GK,GK,Ecuador,https://cdn.sofifa.net/players/218/975/23_60.png,27,190,80,1121,374,C.D. Universidad Católica del Ecuador,500,2100000,GK,2022,1,2020,-,Right,2,1,1,-,https://cdn.sofifa.net/flags/ec.png,-,-,Medium,Medium
Sérgio Conceição,Sérgio Emanuel Conceição,67,70,1200000,"RWB,LWB",RWB,Portugal,https://cdn.sofifa.net/players/269/919/23_60.png,25,177,71,1827,383,Seraing,5000,1800000,SUB,2023,35,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/pt.png,-,-,High,Medium
Welson Leima,Welson Emílio Leima Garcia,67,67,975000,"CDM,CM,CAM",CDM,Brazil,https://cdn.sofifa.net/players/230/238/23_60.png,26,177,78,1611,329,América Futebol Clube,6000,1900000,CM,2025,15,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/br.png,-,-,Medium,Medium
Marafona,José Carlos Coentrão Marafona,67,67,110000,GK,GK,Portugal,https://cdn.sofifa.net/players/200/798/23_60.png,35,190,86,1156,370,Aytemiz Alanyaspor,4000,220000,SUB,2023,28,2019,-,Right,2,1,1,-,https://cdn.sofifa.net/flags/pt.png,-,-,Medium,Medium
G. Zusi,Graham Zusi,67,67,325000,RB,CM,United States,https://cdn.sofifa.net/players/190/557/23_60.png,35,178,73,1967,397,Sporting Kansas City,2000,471000,RB,2022,8,2009,-,Right,4,3,1,-,https://cdn.sofifa.net/flags/us.png,-,-,High,High
J. McCarthy,James McCarthy,67,67,725000,CDM,CDM,Republic of Ireland,https://cdn.sofifa.net/players/188/253/23_60.png,31,180,72,1825,381,Celtic,15000,1300000,RES,2025,16,2021,-,Right,3,3,2,-,-,-,-,Low,High
S. Ramírez,Simón Ramírez,67,73,1600000,"RM,RB",RM,Chile,https://cdn.sofifa.net/players/233/309/23_60.png,23,178,66,1728,380,Unión La Calera,2000,2500000,RM,2022,14,2021,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/cl.png,-,-,Medium,High
F. Ladapo,Freddie Ladapo,67,67,1000000,ST,ST,England,https://cdn.sofifa.net/players/208/989/23_60.png,29,185,79,1620,356,Ipswich Town,6000,1800000,ST,2025,9,2022,-,Right,4,3,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Medium,Low
Javi Hernández,Javier Hernández González,67,67,625000,"CAM,CF,LM",CAM,Spain,https://cdn.sofifa.net/players/202/589/23_60.png,33,184,79,1734,376,Bengaluru FC,1000,844000,CAM,2024,10,2022,-,Left,2,3,1,-,https://cdn.sofifa.net/flags/es.png,-,-,Medium,Low
L. Néry,Loris Néry,67,67,750000,"RB,CB",RB,France,https://cdn.sofifa.net/players/200/797/23_60.png,31,174,73,1805,381,Grenoble Foot 38,2000,1300000,SUB,2023,17,2020,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/fr.png,-,-,Medium,Medium
